código,fecha,dia,mes,año,servicio,Servicio resumido,ciudad,estado,municipio,Región,Columna1,medio,tipo de evento,Evento resumido,periodista,vocero,población vulnerable,Número de personas afectadas,Unidad de medida,gremio u organización,tipo de institución,Tipo de registro,url,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,2020/06/23,23.0,6.0,2020.0,GAS,Gas doméstico,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/el-servicio-de-agua-falla-a-diario-desde-hace-mas-de-10-anos/,,,,,,,,,,,,,,,
,2020/06/23,23.0,6.0,2020.0,ASEO URBANO ,Aseo urbano,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/el-servicio-de-agua-falla-a-diario-desde-hace-mas-de-10-anos/,,,,,,,,,,,,,,,
,2020/06/23,23.0,6.0,2020.0,TELEFONÍA FIJA,Telecomunicaciones,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/el-servicio-de-agua-falla-a-diario-desde-hace-mas-de-10-anos/,,,,,,,,,,,,,,,
,2020/06/23,23.0,6.0,2020.0,INTERNET HOGAR,Telecomunicaciones,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/el-servicio-de-agua-falla-a-diario-desde-hace-mas-de-10-anos/,,,,,,,,,,,,,,,
,2020/06/23,23.0,6.0,2020.0,GAS,Gas doméstico,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/mas/salud/advierten-que-cocinar-con-lena-es-perjudicial-para-la-salud/,,,,,,,,,,,,,,,
,2020/06/25,25.0,6.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,PROTESTA FALTA DEL SERVICIO,Protesta,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/guayaneses-reclaman-a-bolivar-gas-por-desasistencia/,,,,,,,,,,,,,,,
,2020/06/25,25.0,6.0,2020.0,GAS,Gas doméstico,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,PROTESTA FALTA DEL SERVICIO,Protesta,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/guayaneses-reclaman-a-bolivar-gas-por-desasistencia/,,,,,,,,,,,,,,,
,2020/06/25,25.0,6.0,2020.0,ELECTRICIDAD,Electricidad,TUMEREMO,BOLÍVAR,SIFONTES,Guayana,PORTAL WEB,PRIMICIA,FALTA DE SERVICIO,Falta de servicio,,,,,,,,Evento,https://primicia.com.ve/guayana/regiones/tumeremo-el-dorado-y-el-callao-sin-luz-este-viernes/,,,,,,,,,,,,,,,
,2020/06/25,25.0,6.0,2020.0,ELECTRICIDAD,Electricidad,EL CALLAO,BOLÍVAR,EL CALLAO,Guayana,PORTAL WEB,PRIMICIA,FALTA DE SERVICIO,Falta de servicio,,,,,,,,Evento,https://primicia.com.ve/guayana/regiones/tumeremo-el-dorado-y-el-callao-sin-luz-este-viernes/,,,,,,,,,,,,,,,
,2020/06/29,29.0,6.0,2020.0,ELECTRICIDAD,Electricidad,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,90,FAMILIAS,,,Evento,https://primicia.com.ve/guayana/ciudad/en-la-ud-145-estan-sin-luz-desde-el-domingo/,,,,,,,,,,,,,,,
,2020/06/29,29.0,6.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/colinas-de-unare-protesta-por-gas-domestico/,,,,,,,,,,,,,,,
,2020/06/29,29.0,6.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA ALTO COSTO SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/colinas-de-unare-protesta-por-gas-domestico/,,,,,,,,,,,,,,,
,2020/07/01,1.0,7.0,2020.0,GAS,Gas doméstico,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,PROTESTA FALTA DEL SERVICIO,Protesta,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/continuan-las-protestas-por-gas-domestico-en-caroni/,,,,,,,,,,,,,,,
,2020/07/01,1.0,7.0,2020.0,GAS,Gas doméstico,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA ALTO COSTO SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/continuan-las-protestas-por-gas-domestico-en-caroni/,,,,,,,,,,,,,,,
,2020/07/01,1.0,7.0,2020.0,GAS,Gas doméstico,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,COBRO EN DIVISAS,Cobro en divisas,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/continuan-las-protestas-por-gas-domestico-en-caroni/,,,,,,,,,,,,,,,
,2020/07/01,1.0,7.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,PROTESTA FALTA DEL SERVICIO,Protesta,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/vecinos-de-core-8-no-reciben-gas-domestico-desde-hace-3-meses/,,,,,,,,,,,,,,,
,2020/07/01,1.0,7.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/vecinos-de-core-8-no-reciben-gas-domestico-desde-hace-3-meses/,,,,,,,,,,,,,,,
,2020/07/02,2.0,7.0,2020.0,AGUA,Agua,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/los-olivos-continua-con-deficiencia-en-el-servicio-de-agua/,,,,,,,,,,,,,,,
,2020/07/02,2.0,7.0,2020.0,AGUA,Agua,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA SERVICIO MALA CALIDAD,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/los-olivos-continua-con-deficiencia-en-el-servicio-de-agua/,,,,,,,,,,,,,,,
,2020/07/09,9.0,7.0,2020.0,ELECTRICIDAD,Electricidad,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/tormentas-electricas-afectan-sistema-de-alta-tension-del-acueducto-puerto-ordaz/,,,,,,,,,,,,,,,
,2020/07/09,9.0,7.0,2020.0,AGUA,Agua,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/tormentas-electricas-afectan-sistema-de-alta-tension-del-acueducto-puerto-ordaz/,,,,,,,,,,,,,,,
,2020/07/11,11.0,7.0,2020.0,ELECTRICIDAD,Electricidad,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/fallas-electricas-en-san-felix/,,,,,,,,,,,,,,,
,2020/07/12,12.0,7.0,2020.0,AGUA,Agua,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/falta-de-agua-sigue-afectando-a-los-guayaneses-durante-la-pandemia/,,,,,,,,,,,,,,,
,2020/07/12,12.0,7.0,2020.0,AGUA,Agua,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA ALTO COSTO SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/falta-de-agua-sigue-afectando-a-los-guayaneses-durante-la-pandemia/,,,,,,,,,,,,,,,
,2020/07/17,17.0,7.0,2020.0,ASEO URBANO ,Aseo urbano,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA SERVICIO MALA CALIDAD,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/urbanizacion-nara-aun-espera-respuesta-sobre-problemas-de-aguas-servidas/,,,,,,,,,,,,,,,
,2020/07/20,20.0,7.0,2020.0,GAS,Gas doméstico,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,PROTESTA FALTA DEL SERVICIO,Protesta,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/vecinos-de-sabana-linda-protestan-luego-de-cuatro-meses-sin-gas-domesticos/,,,,,,,,,,,,,,,
,2020/07/21,21.0,7.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,PROTESTA FALTA DEL SERVICIO,Protesta,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/protestas-en-san-felix-y-puerto-ordaz-reclamando-gas-domestico/,,,,,,,,,,,,,,,
,2020/07/21,21.0,7.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,PROTESTA FALTA DEL SERVICIO,Protesta,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/protestas-en-san-felix-y-puerto-ordaz-reclamando-gas-domestico/,,,,,,,,,,,,,,,
,2020/07/22,22.0,7.0,2020.0,ELECTRICIDAD,Electricidad,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/mas-de-7-horas-sin-energia-electrica-en-varios-sectores-de-puerto-ordaz/,,,,,,,,,,,,,,,
,2020/07/22,22.0,7.0,2020.0,DATOS MÓVILES,Telecomunicaciones,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/mas-de-7-horas-sin-energia-electrica-en-varios-sectores-de-puerto-ordaz/,,,,,,,,,,,,,,,
,2020/07/22,22.0,7.0,2020.0,TELEFONÍA FIJA,Telecomunicaciones,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/mas-de-7-horas-sin-energia-electrica-en-varios-sectores-de-puerto-ordaz/,,,,,,,,,,,,,,,
,2020/07/22,22.0,7.0,2020.0,TELEFONÍA MÓVIL,Telecomunicaciones,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/mas-de-7-horas-sin-energia-electrica-en-varios-sectores-de-puerto-ordaz/,,,,,,,,,,,,,,,
,2020/07/24,24.0,7.0,2020.0,GAS,Gas doméstico,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/trancaron-calle-en-manoa-por-falta-de-gas-domestico/,,,,,,,,,,,,,,,
,2020/07/24,24.0,7.0,2020.0,ELECTRICIDAD,Electricidad,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/trancaron-calle-en-manoa-por-falta-de-gas-domestico/,,,,,,,,,,,,,,,
,2020/07/26,26.0,7.0,2020.0,DATOS MÓVILES,Telecomunicaciones,NACIONAL,NACIONAL,NACIONAL,Nacional,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/denuncian-irregularidades-con-movilnet-y-cantv/,,,,,,,,,,,,,,,
,2020/07/26,26.0,7.0,2020.0,TELEFONÍA FIJA,Telecomunicaciones,NACIONAL,NACIONAL,NACIONAL,Nacional,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/denuncian-irregularidades-con-movilnet-y-cantv/,,,,,,,,,,,,,,,
,2020/07/26,26.0,7.0,2020.0,TELEFONÍA MÓVIL,Telecomunicaciones,NACIONAL,NACIONAL,NACIONAL,Nacional,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/denuncian-irregularidades-con-movilnet-y-cantv/,,,,,,,,,,,,,,,
,2020/07/27,27.0,7.0,2020.0,ELECTRICIDAD,Electricidad,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/persisten-fallas-electricas-en-varios-sectores-de-ciudad-guayana/,,,,,,,,,,,,,,,
,2020/07/27,27.0,7.0,2020.0,ELECTRICIDAD,Electricidad,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA SERVICIO MALA CALIDAD,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/persisten-fallas-electricas-en-varios-sectores-de-ciudad-guayana/,,,,,,,,,,,,,,,
,2020/07/28,28.0,7.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,PROTESTA FALTA DEL SERVICIO,Protesta,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/continuan-los-reclamos-por-el-servicio-de-gas-domestico-en-guayana/,,,,,,,,,,,,,,,
,2020/07/28,28.0,7.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA ALTO COSTO SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/continuan-los-reclamos-por-el-servicio-de-gas-domestico-en-guayana/,,,,,,,,,,,,,,,
,2020/07/28,28.0,7.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA COBRO EN DIVISAS,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/continuan-los-reclamos-por-el-servicio-de-gas-domestico-en-guayana/,,,,,,,,,,,,,,,
,2020/07/29,29.0,7.0,2020.0,ASEO URBANO ,Aseo urbano,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/entrada-de-brisas-del-sur-se-convirtio-en-un-basurero/,,,,,,,,,,,,,,,
,2020/07/29,29.0,7.0,2020.0,TELEFONÍA FIJA,Telecomunicaciones,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/incomunicados-en-san-jose-de-cacahual/,,,,,,,,,,,,,,,
,2020/07/29,29.0,7.0,2020.0,INTERNET HOGAR,Telecomunicaciones,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/incomunicados-en-san-jose-de-cacahual/,,,,,,,,,,,,,,,
,2020/07/30,30.0,7.0,2020.0,AGUA,Agua,CHACAO,MIRANDA,CHACAO,Capital,PORTAL WEB,PRIMICIA,PROTESTA FALTA DEL SERVICIO,Protesta,,,,,,,,Evento,https://primicia.com.ve/nacion/trabajadores-de-la-salud-protestan-en-pnud-exigiendo-equipos-de-proteccion/,,,,,,,,,,,,,,,
,2020/07/30,30.0,7.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/comunidades-siguen-desatendidas-por-gas-domestico/,,,,,,,,,,,,,,,
,2020/07/30,30.0,7.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA ALTO COSTO SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/comunidades-siguen-desatendidas-por-gas-domestico/,,,,,,,,,,,,,,,
,2020/07/30,30.0,7.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA COBRO EN DIVISAS,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/comunidades-siguen-desatendidas-por-gas-domestico/,,,,,,,,,,,,,,,
,2020/08/01,1.0,8.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,PROTESTA FALTA DEL SERVICIO,Protesta,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/mas-de-13-comunidades-protestaron-durante-julio-por-falta-de-gas-domestico/,,,,,,,,,,,,,,,
,2020/08/04,4.0,8.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,PROTESTA FALTA DEL SERVICIO,Protesta,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/guayaneses-vuelven-a-la-calle-para-exigir-gas-domestico/,,,,,,,,,,,,,,,
,2020/08/05,5.0,8.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,PROTESTA FALTA DEL SERVICIO,Protesta,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/por-gas-domestico-protestaron-en-la-avenida-principal-de-castillito/,,,,,,,,,,,,,,,
,2020/08/07,7.0,8.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,PROTESTA FALTA DEL SERVICIO,Protesta,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/protestas-en-caroni-se-multiplicaron-por-falta-de-gas-domestico/,,,,,,,,,,,,,,,
,2020/08/13,13.0,8.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,PROTESTA FALTA DEL SERVICIO,Protesta,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/comunidades-de-san-felix-protestaron-por-gas-domestico/,,,,,,,,,,,,,,,
,2020/08/14,14.0,8.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,PROTESTA FALTA DEL SERVICIO,Protesta,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/por-segunda-vez-en-la-redoma-de-sutiss-reclaman-gas-domestico/,,,,,,,,,,,,,,,
,2020/08/15,15.0,8.0,2020.0,ELECTRICIDAD,Electricidad,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/falla-deja-sin-agua-a-varios-sectores-de-puerto-ordaz-2/,,,,,,,,,,,,,,,
,2020/08/15,15.0,8.0,2020.0,AGUA,Agua,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/falla-deja-sin-agua-a-varios-sectores-de-puerto-ordaz-2/,,,,,,,,,,,,,,,
,2020/08/17,17.0,8.0,2020.0,GAS,Gas doméstico,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/esperan-por-gas-domestico-en-unare/,,,,,,,,,,,,,,,
,2020/08/20,20.0,8.0,2020.0,AGUA,Agua,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/comunidades-sin-agua-exigen-respuestas-a-hidrobolivar/,,,,,,,,,,,,,,,
,2020/08/20,20.0,8.0,2020.0,AGUA,Agua,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA ALTO COSTO SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/comunidades-sin-agua-exigen-respuestas-a-hidrobolivar/,,,,,,,,,,,,,,,
,2020/08/25,25.0,8.0,2020.0,ELECTRICIDAD,Electricidad,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/aunque-bombeen-el-agua-no-llega-a-san-jose-de-cacahual/,,,,,,,,,,,,,,,
,2020/08/25,25.0,8.0,2020.0,AGUA,Agua,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/aunque-bombeen-el-agua-no-llega-a-san-jose-de-cacahual/,,,,,,,,,,,,,,,
,2020/08/25,25.0,8.0,2020.0,AGUA,Agua,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA ALTO COSTO SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/aunque-bombeen-el-agua-no-llega-a-san-jose-de-cacahual/,,,,,,,,,,,,,,,
,2020/08/25,25.0,8.0,2020.0,ELECTRICIDAD,Electricidad,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/comunidades-sin-luz-por-explosion-de-transformadores/,,,,,,,,,,,,,,,
,2020/08/25,25.0,8.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,PROTESTA FALTA DEL SERVICIO,Protesta,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/vecinos-de-dona-barbara-protestaron-por-gas-domestico/,,,,,,,,,,,,,,,
,2020/08/27,27.0,8.0,2020.0,ELECTRICIDAD,Electricidad,CIUDAD BOLÍVAR,BOLÍVAR,HERES,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/mas-de-150-familias-en-guaiparito-llevan-14-dias-sin-luz/,,,,,,,,,,,,,,,
,2020/08/27,27.0,8.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/urbanizacion-manoa-sin-gas-desde-hace-8-meses/,,,,,,,,,,,,,,,
,2020/08/29,29.0,8.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,400,FAMILIAS,,,Evento,https://primicia.com.ve/guayana/ciudad/habitantes-del-sector-iii-de-25-de-marzo-sin-gas-domestico-ni-bolsas-clap/,,,,,,,,,,,,,,,
,2020/09/01,1.0,9.0,2020.0,ELECTRICIDAD,Electricidad,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/fallas-electricas-persisten-en-la-parroquia-unare/,,,,,,,,,,,,,,,
,2020/09/01,1.0,9.0,2020.0,INTERNET HOGAR,Telecomunicaciones,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/fallas-electricas-persisten-en-la-parroquia-unare/,,,,,,,,,,,,,,,
,2020/09/01,1.0,9.0,2020.0,TELEFONÍA FIJA,Telecomunicaciones,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/fallas-electricas-persisten-en-la-parroquia-unare/,,,,,,,,,,,,,,,
,2020/09/01,1.0,9.0,2020.0,TELEFONÍA MÓVIL,Telecomunicaciones,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/fallas-electricas-persisten-en-la-parroquia-unare/,,,,,,,,,,,,,,,
